Application_ID,Candidate_Name,Gender,Age,City,State,Qualification,Specialization,College_Name,Graduation_Year,Experience_Years,Previous_Company,Applied_Role,Department,Skills,Certification,Expected_Salary_LPA,Current_Salary_LPA,Notice_Period_Days,Application_Date,Interview_Score,Technical_Test_Score,Communication_Score,Status,Work_Mode,Preferred_Location
APP0199,Rohan Bhandari,Female,32,Nagpur,Maharashtra,MBA,AI & ML,Saraf PLC Institute,2021,3,LTIMindtree,AI Engineer,AI/ML,Python;TensorFlow;NLP,,25.7,21.7,30,2025-11-16,,95.0,72.0,Pending,Onsite,Jaipur
APP0200,Anay Uppal,Female,25,Ahmedabad,Gujarat,B.Tech,Computer Science,Baral Inc Institute,2018,8,Capgemini,Frontend Developer,Web Development,HTML;CSS;React,IBM AI,27.6,24.4,30,2025-01-13,,87.0,93.0,Rejected,Onsite,Hyderabad
APP0201,Anahita D’Alia,Female,22,Nagpur,Maharashtra,M.Tech,Software Engineering,Krishna-Mane Institute,2017,8,Accenture,Java Developer,Software Development,Java;Spring Boot;MySQL,,10.3,7.1,45,2025-05-02,,66.0,,Pending,Remote,Pune
APP0202,Vanya Dixit,Male,23,Jaipur,Rajasthan,B.E.,AI & ML,"Grewal, Sangha and Mani Institute",2023,1,LTIMindtree,QA Engineer,Testing,Selenium;Java;Manual Testing,Scrum Master,30.9,26.5,15,2025-08-18,88.0,83.0,,Rejected,Remote,Delhi
APP0203,Indranil Zachariah,Female,22,Hyderabad,Telangana,M.Sc Data Science,Cyber Security,Loke-Sandhu Institute,2025,1,IBM,Project Manager,Management,Agile;Scrum;Leadership,,9.0,4.6,90,2026-04-21,,,62.0,Rejected,Remote,Indore
APP0204,Elakshi Brar,Male,31,Jaipur,Rajasthan,MCA,Cloud Computing,Ghosh LLC Institute,2021,5,Cognizant,Frontend Developer,Web Development,HTML;CSS;React,Oracle Java,33.7,30.6,90,2025-04-24,92.0,,,Pending,Hybrid,Gurgaon
APP0205,Sana Srivastava,Female,38,Kochi,Kerala,MBA,Cyber Security,Apte-Karnik Institute,2024,0,,Python Developer,Software Development,Python;Django;SQL,AWS Certified,14.7,,90,2025-07-17,75.0,,84.0,Rejected,Onsite,Indore
APP0206,Trisha Dayal,Male,27,Gurgaon,Haryana,MBA,Data Science,"Chowdhury, Wason and Ramaswamy Institute",2022,4,Persistent,Business Analyst,Business Intelligence,Excel;SQL;Analytics,CEH,13.2,9.6,15,2025-11-17,80.0,66.0,94.0,Selected,Onsite,Kochi
APP0207,Abram Madan,Female,38,Jaipur,Rajasthan,B.Tech,Data Science,"Handa, Khanna and Dass Institute",2019,7,Cognizant,Database Administrator,Database,Oracle;SQL Server;Backup,CEH,27.2,25.6,60,2025-04-02,,62.0,64.0,Rejected,Onsite,Delhi
APP0208,Biju Sama,Male,30,Delhi,Delhi,M.Sc Data Science,Cyber Security,"Gade, Ram and Ram Institute",2025,0,,Frontend Developer,Web Development,HTML;CSS;React,,24.9,,15,2026-04-21,94.0,64.0,,Rejected,Hybrid,Delhi
APP0209,Ranbir Tailor,Male,24,Delhi,Delhi,B.Tech,Computer Science,"Borra, Rajagopalan and Shukla Institute",2022,4,HCL,Python Developer,Software Development,Python;Django;SQL,,20.5,19.0,60,2025-10-11,,,83.0,Pending,Onsite,Mumbai
APP0210,Gokul Karnik,Male,26,Hyderabad,Telangana,MBA,Computer Science,"Dhaliwal, Comar and Gola Institute",2016,8,,Cloud Engineer,Cloud,AWS;Azure;Linux,Scrum Master,32.0,29.6,60,2025-04-10,86.0,70.0,,Pending,Onsite,Mumbai
APP0211,Aaryahi Dewan,Male,27,Hyderabad,Telangana,MCA,Business Analytics,Kumar-Ahluwalia Institute,2025,1,IBM,Data Analyst,Analytics,Python;Pandas;Power BI,ISTQB,10.1,6.8,90,2025-11-14,,68.0,,Pending,Hybrid,Jaipur
APP0212,Jayan Chana,Female,29,Kolkata,West Bengal,M.Sc Data Science,Cloud Computing,"Hegde, Subramanian and Keer Institute",2018,6,Wipro,AI Engineer,AI/ML,Python;TensorFlow;NLP,,15.3,13.0,45,2025-12-31,87.0,,75.0,Rejected,Hybrid,Noida
APP0213,Samar Arora,Male,21,Chennai,Tamil Nadu,M.Sc Data Science,Computer Science,Sharaf Inc Institute,2020,4,HCL,Cyber Security Analyst,Security,Network Security;Python;SIEM,,7.4,3.8,60,2026-01-08,,68.0,76.0,Pending,Remote,Bhubaneswar
APP0214,Anika Dugar,Male,33,Pune,Maharashtra,MCA,Computer Science,Sankaran Ltd Institute,2023,1,Persistent,Project Manager,Management,Agile;Scrum;Leadership,Oracle Java,31.7,28.5,90,2025-08-26,,85.0,78.0,Pending,Remote,Indore
APP0215,Khushi Sama,Male,29,Gurgaon,Haryana,MCA,Data Science,Char Inc Institute,2022,4,TCS,AI Engineer,AI/ML,Python;TensorFlow;NLP,,9.6,4.8,30,2025-04-29,,82.0,,Pending,Hybrid,Delhi
APP0216,Rania Chopra,Female,32,Noida,Uttar Pradesh,BCA,Information Technology,Solanki and Sons Institute,2026,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Scrum Master,34.4,,45,2025-07-12,80.0,,76.0,Rejected,Remote,Gurgaon
APP0217,Zara Mani,Female,27,Delhi,Delhi,B.E.,AI & ML,Sani and Sons Institute,2023,2,Wipro,Backend Developer,Software Development,Node.js;MongoDB;APIs,ISTQB,28.6,24.1,90,2025-09-21,60.0,88.0,74.0,Pending,Remote,Ahmedabad
APP0218,Samaira Chauhan,Male,25,Bangalore,Karnataka,BCA,AI & ML,Mani-Srivastava Institute,2015,10,Wipro,Database Administrator,Database,Oracle;SQL Server;Backup,,26.3,23.4,90,2025-05-05,,73.0,86.0,Selected,Onsite,Nagpur
APP0219,Nakul Sibal,Female,26,Pune,Maharashtra,B.E.,Software Engineering,Sankaran LLC Institute,2025,1,HCL,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,,20.0,17.4,90,2026-03-21,,65.0,,Selected,Onsite,Ahmedabad
APP0220,Seher Bhatt,Male,27,Gurgaon,Haryana,BCA,Software Engineering,Iyer PLC Institute,2024,0,,QA Engineer,Testing,Selenium;Java;Manual Testing,Google Data Analytics,25.3,,90,2025-02-25,89.0,,84.0,Selected,Remote,Noida
APP0221,Mahika Balakrishnan,Male,37,Bhubaneswar,Odisha,M.Tech,Data Science,"Raju, Bhattacharyya and Gour Institute",2014,10,,Java Developer,Software Development,Java;Spring Boot;MySQL,Microsoft Power BI,19.6,18.1,60,2025-07-09,90.0,98.0,,Rejected,Onsite,Indore
APP0222,Vihaan Chopra,Male,37,Jaipur,Rajasthan,B.Tech,Computer Science,Balay Inc Institute,2023,3,Accenture,Data Scientist,Analytics,Python;Machine Learning;SQL,,11.9,7.8,30,2025-01-03,,,76.0,Pending,Hybrid,Delhi
APP0223,Shaan Talwar,Female,27,Chennai,Tamil Nadu,M.Tech,Business Analytics,Manne-Balan Institute,2025,0,,Data Scientist,Analytics,Python;Machine Learning;SQL,Google Data Analytics,24.2,,45,2025-12-15,,,,Pending,Onsite,Noida
APP0224,Ivana Wadhwa,Female,31,Hyderabad,Telangana,M.Sc Data Science,Computer Science,Balan-Hora Institute,2019,6,Wipro,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,28.0,25.4,15,2025-04-20,68.0,,70.0,Selected,Remote,Noida
APP0225,Jiya Jain,Female,22,Bhubaneswar,Odisha,M.Sc Data Science,AI & ML,"Toor, Talwar and Rattan Institute",2026,0,,Database Administrator,Database,Oracle;SQL Server;Backup,,12.2,,60,2025-11-11,83.0,98.0,,Rejected,Remote,Bangalore
APP0226,Aayush Konda,Male,26,Kochi,Kerala,B.Tech,Cyber Security,"Lad, Rao and Khalsa Institute",2025,1,,Product Analyst,Product,Analytics;Agile;SQL,CEH,5.0,1.6,45,2025-12-02,93.0,70.0,83.0,Pending,Hybrid,Delhi
APP0227,Sahil Dua,Male,35,Kolkata,West Bengal,M.Tech,Computer Science,Kala-Kade Institute,2021,5,Cognizant,Cloud Engineer,Cloud,AWS;Azure;Linux,Google Data Analytics,26.8,25.5,60,2025-04-26,,,,Pending,Remote,Gurgaon
APP0228,Ryan Datta,Female,35,Mumbai,Maharashtra,MBA,Business Analytics,Malhotra-Varkey Institute,2024,1,HCL,Product Analyst,Product,Analytics;Agile;SQL,AWS Certified,33.4,29.2,60,2026-01-23,,,90.0,Selected,Hybrid,Mumbai
APP0229,Ehsaan Khosla,Female,23,Delhi,Delhi,BCA,AI & ML,Mani Inc Institute,2017,7,IBM,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,ISTQB,11.1,8.8,45,2025-07-24,82.0,76.0,78.0,Selected,Onsite,Hyderabad
APP0230,Nishith Saran,Male,24,Nagpur,Maharashtra,B.Tech,Business Analytics,"Jain, Garg and Mall Institute",2020,4,HCL,Cloud Engineer,Cloud,AWS;Azure;Linux,AWS Certified,10.2,6.3,90,2025-03-21,76.0,,,Selected,Hybrid,Chennai
APP0231,Prisha Magar,Female,36,Kolkata,West Bengal,BCA,Computer Science,"Khosla, Kulkarni and Thakkar Institute",2020,4,Oracle,Frontend Developer,Web Development,HTML;CSS;React,ISTQB,30.9,27.9,60,2025-09-27,,85.0,68.0,Pending,Remote,Noida
APP0232,Miraya Sagar,Female,26,Mumbai,Maharashtra,BCA,Cyber Security,Sinha-Kanda Institute,2021,4,Capgemini,Product Analyst,Product,Analytics;Agile;SQL,IBM AI,25.4,24.4,60,2025-11-10,,,,Pending,Hybrid,Chennai
APP0233,Taimur Sundaram,Male,24,Nagpur,Maharashtra,MBA,Cyber Security,"Gupta, Dutt and Raj Institute",2023,3,,BI Developer,Analytics,Power BI;DAX;SQL,Oracle Java,17.0,13.0,90,2025-10-22,,,71.0,Rejected,Hybrid,Bangalore
APP0234,Sana Cheema,Male,26,Nagpur,Maharashtra,B.Tech,Data Science,Kari-Bera Institute,2022,4,Cognizant,AI Engineer,AI/ML,Python;TensorFlow;NLP,Microsoft Power BI,9.5,6.5,15,2025-07-23,,,76.0,Rejected,Onsite,Chennai
APP0235,Lakshay Kuruvilla,Male,30,Hyderabad,Telangana,MCA,Cloud Computing,Hayre Inc Institute,2022,2,Persistent,Backend Developer,Software Development,Node.js;MongoDB;APIs,Scrum Master,21.3,17.1,60,2025-10-23,82.0,86.0,82.0,Pending,Hybrid,Bhubaneswar
APP0236,Lagan Varughese,Female,28,Mumbai,Maharashtra,MCA,Cloud Computing,Brahmbhatt-Guha Institute,2019,6,Persistent,Full Stack Developer,Web Development,React;Node.js;SQL,IBM AI,18.4,13.6,45,2025-03-24,,,64.0,Pending,Onsite,Delhi
APP0237,Divit Bakshi,Male,29,Hyderabad,Telangana,MBA,Information Technology,Lad-Suri Institute,2015,10,Capgemini,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Google Data Analytics,27.2,24.1,60,2026-01-08,,70.0,61.0,Selected,Remote,Mumbai
APP0238,Ira Bumb,Male,28,Bhubaneswar,Odisha,MBA,Cyber Security,"Dubey, Hegde and Uppal Institute",2021,5,IBM,BI Developer,Analytics,Power BI;DAX;SQL,,4.8,2.2,30,2025-06-08,65.0,76.0,,Selected,Onsite,Kochi
APP0239,Chirag Borah,Male,35,Nagpur,Maharashtra,MBA,Software Engineering,Thakur and Sons Institute,2024,0,,Python Developer,Software Development,Python;Django;SQL,Scrum Master,15.1,,90,2025-03-11,,,,Rejected,Hybrid,Noida
APP0240,Aaina Chatterjee,Female,36,Gurgaon,Haryana,BCA,Computer Science,"Barad, Balay and Soni Institute",2016,10,LTIMindtree,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Microsoft Power BI,17.7,15.2,60,2025-06-26,76.0,79.0,60.0,Rejected,Remote,Indore
APP0241,Nitara Chada,Female,33,Delhi,Delhi,B.E.,Cyber Security,Ramesh PLC Institute,2020,6,Infosys,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,28.7,25.5,30,2025-03-25,,,85.0,Pending,Onsite,Indore
APP0242,Rhea Chacko,Female,35,Jaipur,Rajasthan,MCA,Business Analytics,"Gara, Sidhu and Yadav Institute",2023,1,Capgemini,QA Engineer,Testing,Selenium;Java;Manual Testing,ISTQB,27.0,22.8,15,2025-02-26,86.0,64.0,,Selected,Remote,Gurgaon
APP0243,Dhruv Cherian,Male,31,Pune,Maharashtra,M.Tech,Cyber Security,"Upadhyay, Kannan and Varma Institute",2025,0,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Microsoft Power BI,12.3,,45,2025-09-10,88.0,74.0,69.0,Rejected,Onsite,Indore
APP0244,Urvi Boase,Female,33,Pune,Maharashtra,M.Sc Data Science,Computer Science,Kunda-Singh Institute,2026,0,,Frontend Developer,Web Development,HTML;CSS;React,Azure AI,5.7,,30,2026-04-04,85.0,,71.0,Rejected,Hybrid,Bangalore
APP0245,Ehsaan D’Alia,Male,38,Jaipur,Rajasthan,BCA,Information Technology,"Kapur, Atwal and Kari Institute",2024,1,Cognizant,Java Developer,Software Development,Java;Spring Boot;MySQL,Microsoft Power BI,26.8,25.4,45,2025-11-19,,,80.0,Selected,Hybrid,Bhubaneswar
APP0246,Tara Shanker,Male,21,Pune,Maharashtra,B.Tech,Business Analytics,Khanna PLC Institute,2026,0,,Cloud Engineer,Cloud,AWS;Azure;Linux,,23.6,,30,2026-02-09,80.0,,,Rejected,Remote,Bangalore
APP0247,Ayesha Ramanathan,Female,28,Nagpur,Maharashtra,MCA,Cloud Computing,Agate Inc Institute,2024,0,,BI Developer,Analytics,Power BI;DAX;SQL,Microsoft Power BI,23.2,,30,2025-03-06,63.0,82.0,94.0,Selected,Onsite,Delhi
APP0248,Aaryahi Chhabra,Female,29,Chennai,Tamil Nadu,M.Sc Data Science,AI & ML,Goel Group Institute,2025,1,Infosys,AI Engineer,AI/ML,Python;TensorFlow;NLP,Scrum Master,19.0,16.2,30,2025-06-15,,72.0,,Rejected,Hybrid,Kochi
APP0249,Stuvan Talwar,Male,38,Hyderabad,Telangana,M.Sc Data Science,Software Engineering,"Ganesh, Bhat and Gera Institute",2023,2,Capgemini,Project Manager,Management,Agile;Scrum;Leadership,Scrum Master,4.0,0.4,60,2026-01-05,84.0,,,Pending,Remote,Kolkata
APP0250,Dhruv Keer,Female,27,Hyderabad,Telangana,B.Tech,Computer Science,Sampath-Sengupta Institute,2021,3,HCL,Frontend Developer,Web Development,HTML;CSS;React,,14.0,12.6,60,2025-02-24,64.0,68.0,62.0,Pending,Hybrid,Gurgaon
APP0251,Eva Vohra,Male,32,Kolkata,West Bengal,BCA,Software Engineering,Rama-Wali Institute,2025,0,,QA Engineer,Testing,Selenium;Java;Manual Testing,ISTQB,10.8,,15,2026-02-15,64.0,,,Pending,Hybrid,Gurgaon
APP0252,Emir Kuruvilla,Male,26,Pune,Maharashtra,BCA,Software Engineering,Sanghvi PLC Institute,2025,1,LTIMindtree,Data Analyst,Analytics,Python;Pandas;Power BI,Azure AI,33.3,28.5,90,2025-09-27,66.0,,72.0,Rejected,Onsite,Noida
APP0253,Jayan Deol,Female,31,Jaipur,Rajasthan,BCA,Cloud Computing,"Thaker, Sagar and Joshi Institute",2026,0,,Database Administrator,Database,Oracle;SQL Server;Backup,ISTQB,28.6,,60,2026-04-23,,,,Pending,Hybrid,Kochi
APP0254,Badal Balakrishnan,Male,30,Jaipur,Rajasthan,BCA,Computer Science,Loyal Group Institute,2020,6,Oracle,Frontend Developer,Web Development,HTML;CSS;React,Google Data Analytics,21.5,19.6,45,2025-01-01,,,,Selected,Hybrid,Bangalore
APP0255,Manikya Sahota,Male,29,Bangalore,Karnataka,MCA,Data Science,"Srinivas, Gour and Dutt Institute",2024,0,,Frontend Developer,Web Development,HTML;CSS;React,Oracle Java,29.5,,45,2025-03-21,95.0,66.0,,Rejected,Remote,Kolkata
APP0256,Rhea Chatterjee,Female,23,Delhi,Delhi,M.Sc Data Science,Computer Science,Suri-Bava Institute,2018,8,,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,26.4,22.2,45,2026-01-10,,96.0,79.0,Rejected,Hybrid,Bhubaneswar
APP0257,Taran Dar,Male,31,Kochi,Kerala,BCA,Data Science,"Kunda, Karpe and Mannan Institute",2016,10,Wipro,Data Scientist,Analytics,Python;Machine Learning;SQL,AWS Certified,27.2,22.8,60,2025-06-13,,,93.0,Rejected,Onsite,Kolkata
APP0258,Alisha Chad,Male,33,Gurgaon,Haryana,BCA,Software Engineering,"Gokhale, Sawhney and Doctor Institute",2024,1,,Data Analyst,Analytics,Python;Pandas;Power BI,Google Data Analytics,13.0,10.4,30,2025-05-15,,,,Rejected,Onsite,Bangalore
APP0259,Kismat Baral,Male,24,Noida,Uttar Pradesh,MBA,Software Engineering,Shanker-Sheth Institute,2017,7,Accenture,Full Stack Developer,Web Development,React;Node.js;SQL,ISTQB,10.1,6.6,45,2025-06-15,93.0,75.0,,Selected,Hybrid,Chennai
APP0260,Inaaya  Bhatnagar,Female,25,Kolkata,West Bengal,M.Sc Data Science,Information Technology,"Raj, Dua and Dora Institute",2015,10,Infosys,Python Developer,Software Development,Python;Django;SQL,AWS Certified,9.2,6.8,30,2025-12-17,88.0,88.0,74.0,Pending,Remote,Kochi
APP0261,Tanya Bora,Male,27,Kochi,Kerala,BCA,Cyber Security,"Sarin, Sood and Bajaj Institute",2025,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,Scrum Master,25.5,,60,2025-04-18,,,,Pending,Onsite,Nagpur
APP0262,Inaaya  Madan,Female,21,Jaipur,Rajasthan,B.Tech,Software Engineering,Baral Group Institute,2021,3,Persistent,Python Developer,Software Development,Python;Django;SQL,IBM AI,32.1,29.0,45,2025-01-28,76.0,,,Selected,Remote,Hyderabad
APP0263,Alia Guha,Female,38,Kochi,Kerala,MBA,Computer Science,Kunda and Sons Institute,2024,1,TCS,Full Stack Developer,Web Development,React;Node.js;SQL,Oracle Java,19.8,16.0,90,2025-09-14,,98.0,71.0,Rejected,Hybrid,Noida
APP0264,Umang Gulati,Female,21,Delhi,Delhi,BCA,Cyber Security,Gole LLC Institute,2025,0,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Oracle Java,25.2,,30,2026-03-26,,,,Rejected,Hybrid,Ahmedabad
APP0265,Abram Wali,Female,35,Nagpur,Maharashtra,BCA,AI & ML,Rama Ltd Institute,2017,8,Capgemini,Data Analyst,Analytics,Python;Pandas;Power BI,,20.1,16.4,30,2026-04-11,,75.0,,Pending,Onsite,Ahmedabad
APP0266,Jayesh Dar,Male,26,Indore,Madhya Pradesh,MCA,AI & ML,"Venkataraman, Gulati and Shanker Institute",2025,0,,Cloud Engineer,Cloud,AWS;Azure;Linux,AWS Certified,25.3,,45,2025-02-04,93.0,87.0,,Rejected,Hybrid,Hyderabad
APP0267,Badal Sachdev,Male,32,Noida,Uttar Pradesh,B.Tech,Business Analytics,Arya-Kalita Institute,2026,0,,QA Engineer,Testing,Selenium;Java;Manual Testing,Google Data Analytics,7.3,,90,2025-12-18,71.0,77.0,74.0,Pending,Hybrid,Jaipur
APP0268,Indranil Bhandari,Male,29,Ahmedabad,Gujarat,M.Tech,Data Science,"Doctor, Arora and Mangal Institute",2025,0,,Backend Developer,Software Development,Node.js;MongoDB;APIs,,19.2,,30,2026-01-27,68.0,72.0,,Selected,Remote,Nagpur
APP0269,Ritvik Date,Male,37,Bhubaneswar,Odisha,B.Tech,Business Analytics,Kohli-Chacko Institute,2019,6,IBM,Business Analyst,Business Intelligence,Excel;SQL;Analytics,AWS Certified,25.3,20.8,30,2025-07-21,,85.0,,Pending,Onsite,Delhi
APP0270,Saanvi Brahmbhatt,Female,35,Jaipur,Rajasthan,B.E.,Software Engineering,Ramakrishnan Ltd Institute,2020,5,Cognizant,Java Developer,Software Development,Java;Spring Boot;MySQL,,20.0,16.5,15,2026-02-01,63.0,,,Pending,Onsite,Bhubaneswar
APP0271,Taran Sant,Male,35,Nagpur,Maharashtra,BCA,Data Science,Agarwal-Deshpande Institute,2018,7,IBM,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Azure AI,6.8,3.8,45,2025-01-13,71.0,,,Rejected,Onsite,Ahmedabad
APP0272,Eshani Mand,Female,22,Bhubaneswar,Odisha,M.Sc Data Science,AI & ML,"Reddy, Shetty and Gole Institute",2016,8,Tech Mahindra,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,,7.8,6.3,30,2025-07-13,,,92.0,Selected,Remote,Nagpur
APP0273,Azad Deol,Female,21,Indore,Madhya Pradesh,M.Tech,Business Analytics,"Thakkar, Tiwari and Chana Institute",2022,3,IBM,Java Developer,Software Development,Java;Spring Boot;MySQL,Scrum Master,13.6,9.5,15,2025-01-02,,71.0,68.0,Pending,Hybrid,Bangalore
APP0274,Zara Sarkar,Male,25,Bangalore,Karnataka,B.Tech,Cloud Computing,Sharaf-Chaudhuri Institute,2021,4,TCS,BI Developer,Analytics,Power BI;DAX;SQL,Google Data Analytics,17.7,14.3,15,2025-01-26,60.0,,95.0,Pending,Onsite,Kochi
APP0275,Divit Dhaliwal,Male,23,Kolkata,West Bengal,M.Sc Data Science,Cyber Security,"Chaudry, Sathe and Reddy Institute",2024,2,Tech Mahindra,Cyber Security Analyst,Security,Network Security;Python;SIEM,,5.5,2.8,60,2026-04-22,71.0,78.0,,Selected,Hybrid,Kochi
APP0276,Trisha De,Male,22,Gurgaon,Haryana,B.Tech,Information Technology,Borra and Sons Institute,2024,1,IBM,Data Analyst,Analytics,Python;Pandas;Power BI,,8.2,4.4,45,2025-12-23,,,93.0,Rejected,Onsite,Kochi
APP0277,Madhup Balasubramanian,Male,30,Chennai,Tamil Nadu,B.E.,Computer Science,Chada LLC Institute,2019,5,Infosys,QA Engineer,Testing,Selenium;Java;Manual Testing,AWS Certified,34.8,32.4,60,2026-03-29,,,91.0,Pending,Remote,Jaipur
APP0278,Gatik Basak,Female,29,Kochi,Kerala,M.Sc Data Science,Information Technology,Ramesh Group Institute,2014,10,Cognizant,Cloud Engineer,Cloud,AWS;Azure;Linux,IBM AI,35.0,32.3,90,2025-12-20,,95.0,60.0,Pending,Hybrid,Indore
APP0279,Vivaan Vora,Female,22,Pune,Maharashtra,MBA,AI & ML,Sen Inc Institute,2018,7,IBM,Data Scientist,Analytics,Python;Machine Learning;SQL,Google Data Analytics,14.6,10.7,60,2026-04-15,61.0,,,Pending,Hybrid,Noida
APP0280,Neysa Sani,Male,29,Indore,Madhya Pradesh,M.Sc Data Science,Computer Science,Apte PLC Institute,2018,8,Tech Mahindra,Database Administrator,Database,Oracle;SQL Server;Backup,CEH,29.9,27.7,90,2026-05-12,80.0,,82.0,Selected,Onsite,Kolkata
APP0281,Ishaan Sami,Male,32,Delhi,Delhi,M.Tech,Cyber Security,Dass-Kumer Institute,2020,6,Capgemini,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Scrum Master,30.8,26.8,45,2026-03-26,80.0,,,Selected,Remote,Chennai
APP0282,Nitara Dugal,Female,37,Indore,Madhya Pradesh,MCA,Cloud Computing,"Jaggi, Hegde and Thakkar Institute",2016,10,Wipro,Java Developer,Software Development,Java;Spring Boot;MySQL,Azure AI,32.3,29.5,90,2026-04-18,,92.0,,Pending,Remote,Bangalore
APP0283,Biju Bahl,Male,24,Jaipur,Rajasthan,BCA,Cyber Security,Sarin PLC Institute,2021,4,TCS,Java Developer,Software Development,Java;Spring Boot;MySQL,,26.1,23.0,45,2026-04-01,,62.0,,Pending,Remote,Chennai
APP0284,Tushar Solanki,Male,27,Bangalore,Karnataka,BCA,Cloud Computing,"Dani, Yogi and Gulati Institute",2024,1,Oracle,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,20.5,16.4,45,2025-01-08,,69.0,77.0,Selected,Onsite,Indore
APP0285,Darshit Sura,Male,24,Hyderabad,Telangana,M.Tech,Computer Science,Tara Ltd Institute,2026,0,,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Azure AI,13.7,,60,2026-04-08,,63.0,,Rejected,Remote,Jaipur
APP0286,Advika Shere,Female,30,Kolkata,West Bengal,MBA,Business Analytics,"Khalsa, Sodhi and Khurana Institute",2019,6,IBM,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Oracle Java,13.7,9.4,30,2025-02-19,94.0,89.0,,Selected,Onsite,Hyderabad
APP0287,Urvi Acharya,Female,36,Bhubaneswar,Odisha,M.Tech,AI & ML,Vaidya Group Institute,2023,3,Cognizant,Backend Developer,Software Development,Node.js;MongoDB;APIs,ISTQB,25.7,22.0,90,2025-02-27,,91.0,,Pending,Remote,Gurgaon
APP0288,Kartik Trivedi,Male,36,Mumbai,Maharashtra,M.Tech,Information Technology,"Rout, Kar and Tandon Institute",2018,8,Tech Mahindra,Full Stack Developer,Web Development,React;Node.js;SQL,Oracle Java,14.1,10.5,90,2025-10-08,,,75.0,Rejected,Hybrid,Kolkata
APP0289,Tejas Deshpande,Female,26,Indore,Madhya Pradesh,MCA,Software Engineering,Karnik Ltd Institute,2019,5,Infosys,Frontend Developer,Web Development,HTML;CSS;React,,11.3,7.6,15,2026-02-25,,,80.0,Pending,Onsite,Indore
APP0290,Shray Lanka,Female,33,Kochi,Kerala,BCA,Business Analytics,"Seth, Buch and Gera Institute",2023,2,Capgemini,Full Stack Developer,Web Development,React;Node.js;SQL,Oracle Java,24.0,22.8,45,2025-08-20,73.0,97.0,69.0,Rejected,Onsite,Indore
APP0291,Baiju Rau,Female,38,Bhubaneswar,Odisha,B.Tech,Computer Science,"Dugar, Bandi and Bedi Institute",2021,3,LTIMindtree,Cyber Security Analyst,Security,Network Security;Python;SIEM,Scrum Master,34.5,32.1,45,2025-02-01,65.0,,,Selected,Hybrid,Kochi
APP0292,Sumer Master,Male,36,Pune,Maharashtra,B.E.,Data Science,"Bhat, Sastry and Garde Institute",2021,3,Oracle,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,CEH,22.3,18.8,45,2025-12-06,,,94.0,Rejected,Remote,Hyderabad
APP0293,Azad Chhabra,Female,35,Kochi,Kerala,M.Sc Data Science,Software Engineering,"Singhal, Sarraf and Kapur Institute",2026,0,,AI Engineer,AI/ML,Python;TensorFlow;NLP,,6.2,,30,2025-03-12,61.0,,68.0,Rejected,Onsite,Delhi
APP0294,Anahi Deep,Male,36,Gurgaon,Haryana,MBA,Cloud Computing,Dani Ltd Institute,2022,3,Infosys,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,11.0,8.3,60,2025-01-18,,,,Pending,Remote,Nagpur
APP0295,Indrajit Subramanian,Male,31,Jaipur,Rajasthan,BCA,Computer Science,Lal PLC Institute,2015,10,IBM,Product Analyst,Product,Analytics;Agile;SQL,Microsoft Power BI,18.4,17.1,90,2025-11-10,65.0,90.0,,Rejected,Onsite,Jaipur
APP0296,Romil Shah,Female,21,Chennai,Tamil Nadu,MCA,Business Analytics,Sanghvi Inc Institute,2023,2,Infosys,Database Administrator,Database,Oracle;SQL Server;Backup,Google Data Analytics,13.0,11.9,90,2025-12-03,,,70.0,Selected,Hybrid,Hyderabad
APP0297,Reyansh Setty,Male,36,Nagpur,Maharashtra,B.E.,Computer Science,"Sama, Sant and Bhargava Institute",2024,1,Tech Mahindra,QA Engineer,Testing,Selenium;Java;Manual Testing,Azure AI,4.4,3.0,30,2026-02-05,71.0,,,Pending,Remote,Kochi
APP0298,Lakshit Chandran,Male,22,Noida,Uttar Pradesh,B.E.,Business Analytics,Bumb-Dugal Institute,2015,10,Accenture,Database Administrator,Database,Oracle;SQL Server;Backup,Microsoft Power BI,11.4,8.6,45,2026-01-22,70.0,,,Rejected,Onsite,Indore
